"","School_Label","CIPFamily","CIPFamilyTitle","Value_Type","Value","Percentage","Category","School.Code","CIPF.Code"
"862","Texas A&M",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",180,0.019957867,"School","TA&M","ELAL"
"863","Texas A&M",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",722,0.080053221,"School","TA&M","BABS"
"864","Texas A&M",27,"MATHEMATICS AND STATISTICS.","College Major",90,0.009978933,"School","TA&M","MAAS"
"865","Texas A&M",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",812,0.090032154,"School","TA&M","MULS"
"866","Texas A&M",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",361,0.04002661,"School","TA&M","PRLAFS"
"867","Texas A&M",40,"PHYSICAL SCIENCES.","College Major",180,0.019957867,"School","TA&M","PHYS"
"868","Texas A&M",42,"PSYCHOLOGY.","College Major",451,0.050005544,"School","TA&M","PSYC"
"869","Texas A&M",45,"SOCIAL SCIENCES.","College Major",722,0.080053221,"School","TA&M","SOCS"
"870","Texas A&M",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",180,0.019957867,"School","TA&M","HPARP"
"871","Texas A&M",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",1533,0.169974498,"School","TA&M","BMMARSS"
"872","Texas A&M",54,"HISTORY.","College Major",180,0.019957867,"School","TA&M","HIST"
