Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.NON,T.NON.M,T.NON.F
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business and Management,6',965,530,435,853,457,396,22,14,8,4,2,2,4,3,1,13,11,2,69,43,26
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Education,13',175,27,148,165,26,139,3,0,3,1,0,1,0,0,0,3,1,2,3,0,3
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Engineering,14',368,323,45,301,261,40,6,6,0,2,2,0,18,15,3,2,1,1,39,38,1
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Parks and Recreation,31',18,9,9,15,7,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Philosophy and Religion,38',6,5,1,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Public Affairs,44',33,10,23,30,9,21,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Social Sciences,45',154,89,65,139,81,58,3,1,2,2,2,0,2,1,1,6,4,2,2,0,2
1984-1985,209542,Oregon State University,Bachelor's degree,Agricultural Business and Production,1',67,51,16,62,48,14,0,0,0,1,0,1,1,1,0,3,2,1,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Computer and Information Sciences,11',123,100,23,96,83,13,0,0,0,0,0,0,12,5,7,2,1,1,13,11,2
1984-1985,209542,Oregon State University,Bachelor's degree,Education,13',370,139,231,346,131,215,1,0,1,4,0,4,8,4,4,10,4,6,1,0,1
1984-1985,209542,Oregon State University,Bachelor's degree,Engineering and Engineering Related Technologies,15',56,51,5,53,48,5,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Psychology,42',44,15,29,42,14,28,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Area and Ethnic Studies,5',2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,209551,University of Oregon,Bachelor's degree,Education,13',172,58,114,166,56,110,1,1,0,2,1,1,1,0,1,0,0,0,2,0,2
1984-1985,209551,University of Oregon,Bachelor's degree,Letters,23',133,44,89,111,38,73,2,1,1,2,0,2,11,3,8,1,1,0,6,1,5
1984-1985,209551,University of Oregon,Bachelor's degree,Liberal/General Studies,24',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,209551,University of Oregon,Bachelor's degree,Visual and Performing Arts,50',222,127,95,197,111,86,1,0,1,4,3,1,7,4,3,0,0,0,13,9,4
1984-1985,217882,Clemson University,Bachelor's degree,Education,13',218,44,174,212,42,170,5,2,3,0,0,0,0,0,0,1,0,1,0,0,0
1984-1985,217882,Clemson University,Bachelor's degree,Engineering,14',527,450,77,489,426,63,15,5,10,0,0,0,3,3,0,0,0,0,20,16,4
1984-1985,217882,Clemson University,Bachelor's degree,Engineering and Engineering Related Technologies,15',103,86,17,94,82,12,8,4,4,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,217882,Clemson University,Bachelor's degree,Agricultural Sciences,2',68,41,27,64,40,24,1,1,0,0,0,0,0,0,0,1,0,1,2,0,2
1984-1985,217882,Clemson University,Bachelor's degree,Psychology,42',25,3,22,25,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Foreign Languages,16',18,5,13,18,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Mathematics,27',30,19,11,16,10,6,7,3,4,0,0,0,1,1,0,0,0,0,6,5,1
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Business (Administrative Support),7',44,0,44,29,0,29,14,0,14,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Marketing and Distribution,8',138,81,57,118,72,46,12,3,9,0,0,0,2,1,1,0,0,0,6,5,1
1984-1985,221999,Vanderbilt University,Bachelor's degree,Engineering,14',211,154,57,195,141,54,6,5,1,0,0,0,5,4,1,0,0,0,5,4,1
1984-1985,221999,Vanderbilt University,Bachelor's degree,Foreign Languages,16',45,18,27,45,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,221999,Vanderbilt University,Bachelor's degree,Health Sciences,18',103,1,102,101,1,100,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,221999,Vanderbilt University,Bachelor's degree,Letters,23',99,31,68,95,30,65,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0
1984-1985,221999,Vanderbilt University,Bachelor's degree,Area and Ethnic Studies,5',13,3,10,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1984-1985,228246,Southern Methodist University,Bachelor's degree,Education,13',30,13,17,23,7,16,3,3,0,2,2,0,0,0,0,1,0,1,1,1,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Foreign Languages,16',16,2,14,13,1,12,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1
1984-1985,228246,Southern Methodist University,Bachelor's degree,Mathematics,27',13,9,4,8,7,1,0,0,0,1,1,0,1,0,1,0,0,0,3,1,2
1984-1985,228246,Southern Methodist University,Bachelor's degree,Area and Ethnic Studies,5',5,2,3,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Business and Production,1',333,245,88,313,227,86,4,3,1,7,7,0,0,0,0,0,0,0,9,8,1
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Computer and Information Sciences,11',237,152,85,216,140,76,2,0,2,7,3,4,6,5,1,0,0,0,6,4,2
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Engineering,14',1484,1274,210,1269,1078,191,8,5,3,61,57,4,40,37,3,0,0,0,106,97,9
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Engineering and Engineering Related Technologies,15',200,190,10,179,173,6,3,3,0,14,12,2,3,2,1,0,0,0,1,0,1
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Health Sciences,18',241,104,137,236,102,134,0,0,0,3,1,2,1,1,0,0,0,0,1,0,1
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Life Sciences,26',234,149,85,205,127,78,2,1,1,16,13,3,8,6,2,0,0,0,3,2,1
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Architecture and Environmental Design,4',321,260,61,292,236,56,1,0,1,23,20,3,0,0,0,0,0,0,5,4,1
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Psychology,42',118,53,65,115,51,64,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Social Sciences,45',234,122,112,213,114,99,4,0,4,9,4,5,1,0,1,0,0,0,7,4,3
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Visual and Performing Arts,50',5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Business and Management,6',1327,627,700,1278,599,679,6,2,4,25,14,11,6,3,3,0,0,0,12,9,3
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Foreign Languages,16',108,37,71,82,28,54,0,0,0,13,6,7,5,0,5,0,0,0,8,3,5
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Home Economics,19',145,1,144,129,1,128,3,0,3,11,0,11,1,0,1,0,0,0,1,0,1
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Mathematics,27',59,38,21,41,27,14,2,1,1,6,4,2,5,3,2,0,0,0,5,3,2
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Multi/Interdisciplinary Studies,30',12,7,5,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Business and Management,6',1604,902,702,1410,797,613,25,12,13,99,55,44,20,7,13,5,2,3,45,29,16
1984-1985,230728,Utah State University,Bachelor's degree,Education,13',338,90,248,331,87,244,1,1,0,2,1,1,0,0,0,2,0,2,2,1,1
1984-1985,230728,Utah State University,Bachelor's degree,Liberal/General Studies,24',7,4,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,230728,Utah State University,Bachelor's degree,Architecture and Environmental Design,4',29,25,4,27,23,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1984-1985,243744,Stanford University,Bachelor's degree,Health Sciences,18',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,243744,Stanford University,Bachelor's degree,Mathematics,27',39,31,8,33,26,7,0,0,0,1,0,1,1,1,0,0,0,0,4,4,0
1984-1985,243744,Stanford University,Bachelor's degree,Philosophy and Religion,38',17,12,5,14,9,5,1,1,0,2,2,0,0,0,0,0,0,0,1,1,0
1984-1985,243744,Stanford University,Bachelor's degree,Physical Sciences,40',91,63,28,82,60,22,1,1,0,3,2,1,5,2,3,1,1,0,4,2,2
1984-1985,243744,Stanford University,Bachelor's degree,Public Affairs,44',8,5,3,7,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1984-1985,243744,Stanford University,Bachelor's degree,Visual and Performing Arts,50',33,15,18,34,15,19,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1
1984-1985,243744,Stanford University,Bachelor's degree,Communications,9',44,25,19,38,23,15,6,3,3,3,2,1,4,3,1,3,2,1,5,4,1
