"","Fund_Type","Fund_Manager","Fund_Name","Fund_Contact","Fund_Contact_Telephone","Fund_Projected_Equity","Fund_Equity_Raised","Fund_Equity_Invested","Fund_Target_IRR","Fund_Minimum_IRR","Fund_Asset_Classes","Fund_Target_Locations","Fund_Data_Date","Fund_Currency"
"137","Fund of Funds","Flag Capital","Flag Real Assets Partners","Timo Fritzinger","617-557-5718","$150,000,000 ","$150,000,000 ","$48,000,000 ","15","15","Office","Eastern United States","1/11/12",NA
"138","Fund of Funds","Flag Capital","Flag Real Estate Partners Fund 2","Aliza Samuels","617-557-5717","$75,600,000 ","$75,600,000 ","$57,000,000 ","20","20","Office","United States","1/11/12",NA
"139","Fund of Funds","Liquid Realty","Liquid Realty Partners 5","Scott Landress","415-875-7500","$750,000,000 ","","","15","15","Secondary Stakes","United States","1/11/12",NA
"140","Fund of Funds","Liquid Realty","Liquid Realty Partners 5","Scott Landress","415-875-7500","$750,000,000 ","$0 ","$0 ","","","Secondary Stakes","United States, Asia","1/11/12",NA
"141","Fund of Funds","Penn Square Real Estate","Penn Square Global Real Estate Fund 2","Jon Albro","610-745-4861","$145,000,000 ","$145,000,000 ","$71,000,000 ","12+","12+","Office","United States","1/11/12",NA
"142","Fund of Funds","Penn Square Real Estate","Penn Square Global Real Estate Fund 2","Jon Albro","610-745-4861","$145,000,000 ","$145,000,000 ","$76,900,000 ","12+","12+","Office","Southwestern United States","1/11/12",NA
"143","Fund of Funds","Penn Square Real Estate","Townsquare Real Estate Alpha Fund","Jon Albro","610-745-4861","$300,000,000 ","","","15+","15+","Office","United States","1/11/11",NA
"144","Fund of Funds","Penn Square Real Estate","Townsquare Real Estate Alpha Fund","Jon Albro","610-745-4861","$300,000,000 ","$50,000,000 ","$0 ","15+","15+","Other, Secondary Stakes","United States, Asia","1/11/12",NA
"145","Fund of Funds","Sterling Stamos Capital","Sterling Stamos Real Assets 2","Bruce Pflaum","650-233-5035","$125,000,000 ","$125,000,000 ","$92,000,000 ","15+","15+","Office, Lodging, Multifamily","United States, United States, Canada","1/11/12",NA
"146","Fund of Funds","Sterling Stamos Capital","Sterling Stamos Real Assets 2","David Hood","650-233-5023","$125,000,000 ","$125,000,000 ","$50,000,000 ","15+","15+","Office, Multifamily, Retail","Sweden, Finland, Baltic States","1/11/11",NA
"147","High Yield Debt","BlackRock","Carbon Capital Fund 5","Robert Karnes","212-810-3313","400,000,000","0","0","13-15","0.13","B Notes, Mezzanine Loans, CMBS","United States","3/1/13","USD"
"148","High Yield Debt","BlackRock","Carbon Capital Fund 5","Robert Karnes","212-810-3313","$400,000,000 ","$0 ","$0 ","13-15","13","Mortgages, B-notes, Mezzanine Loans, CMBS","United States","1/11/12",NA
"149","High Yield Debt","Blackstone Group","Blackstone Real Estate Debt Strategies 2","Michael Nash","212-583-5127","2,500,000,000","0","0","","0","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"150","High Yield Debt","Blackstone Group","Blackstone Real Estate Special Situations 2","Michael Nash","212-583-5127","$2,700,000,000 ","$2,700,000,000 ","$540,000,000 ","14","14","Office","United States","1/11/12",NA
"151","High Yield Debt","Bloomfield Capital","Bloomfield Capital Income Fund 2","Nicholas Coburn","248-745-1700","50,000,000","18,000,000","0","","0","Bridge Loans, Mortgages","United States","3/1/13","USD"
"152","High Yield Debt","Bloomfield Capital","Bloomfield Institutional Opportunity Fund 1","Erik Stamell","248-745-1700","$100,000,000 ","$10,000,000 ","","14-16","14","Mortgages","Eastern United States","1/11/11",NA
"153","High Yield Debt","Bloomfield Capital","Bloomfield Institutional Opportunity Fund 1","Erik Stamell","248-745-1700","$100,000,000 ","$10,000,000 ","","14-16","14","Mortgages","United States","1/11/12",NA
"154","High Yield Debt","Brookfield Asset Management","Brookfield Real Estate Finance 3","Andrea Balkan","212-417-7277","440,000,000","440,000,000","0","13","0.13","Distressed, Mortgages, Bridge Loans, Mezzanine Loans","United States","3/1/13","USD"
"155","High Yield Debt","Brookfield Asset Management","Brookfield Real Estate Finance 3","Andrea Balkan","212-417-7277","$500,000,000 ","$400,000,000 ","","13","13","Mortgages","United States","1/11/12",NA
"156","High Yield Debt","Brookfield Asset Management","Brookfield Real Estate Finance Fund 3","Andrea Balkan","212-417-7277","$500,000,000 ","","","13","13","Mezzanine Loans","Eastern United States, Washington D.C., Southeastern United States","1/11/12",NA
"157","High Yield Debt","C-III Capital","C-III High Yield Real Estate Debt Fund 1","Bob Lieber","212-705-5050","250,000,000","0","0","10","0.1","CMBS, B Pieces, Mortgages","United States","3/1/13","USD"
"158","High Yield Debt","Cerberus Real Estate Capital","Cerberus Institutional Real Estate Partners 3","Paul Fox, Ronald Kravit","212-891-2100","1,250,000,000","579,000,000","0","13-16","0.13","Office, Hotel","United States, Europe","3/1/13","USD"
"159","High Yield Debt","Cerberus Real Estate Capital","Cerberus Institutional Real Estate Partners 3","Paul Fox, Ronald Kravit","212-891-2100","$1,250,000,000 ","$300,000,000 ","$0 ","13-16","13","Office, Lodging","United States","1/11/12",NA
"160","High Yield Debt","Cerberus Real Estate Capital","Cerberus Institutional Real Estate Partners 2","Paul Fox, Ronald Kravit","212-891-2100","$1,250,000,000 ","$1,250,000,000 ","$375,000,000 ","13-16","13","Office, Lodging","Eastern United States, Washington D.C.","1/11/11",NA
"161","High Yield Debt","Colony Capital","Colony Distressed Credit Fund 3","Kevin Traenkle","310-552-7212","750,000,000","0","0","15","0.15","Distressed, Mortgages, Bridge Loans, Mezzanine Loans","United States, Europe","3/1/13","USD"
"162","High Yield Debt","Colony Capital","Colony Distressed Credit Fund 2","Kevin Traenkle","310-552-7212","$1,000,000,000 ","$935,000,000 ","$300,000,000 ","15","15","Distressed, Mortgages","United States, Europe","1/11/12",NA
"163","High Yield Debt","Colony Capital","Colony Distressed Credit Fund 2","Kevin Traenkle","310-282-8820","$750,000,000 ","","","12.5","12.5","Distressed, Mortgages","United States, Asia, Europe","1/11/12",NA
"164","High Yield Debt","Contrarian Capital","Contrarian Distressed Real Estate Debt 2","Brett Rowland","203-862-8239","450,000,000","450,000,000","131,000,000","15-17","0.15","Distressed, Mortgages, Bridge Loans, Mezzanine Loans","United States","3/1/13","USD"
"165","High Yield Debt","Contrarian Capital","Contrarian Distressed Real Estate Debt Fund 2","Brett Rowland","203-862-8239","$350,000,000 ","$127,000,000 ","","15-17","15","Distressed","United States","1/11/11",NA
"166","High Yield Debt","Contrarian Capital","Contrarian Distressed Real Estate Debt Fund 2","Brett Rowland","203-862-8239","$450,000,000 ","$450,000,000 ","$45,000,000 ","15-17","15","Distressed","United States","1/11/12",NA
"167","High Yield Debt","Cornerstone Real Estate","Cornerstone Enhanced Mortgage Fund 1","Robert Little","860-509-2400","315,000,000","315,000,000","143,000,000","14-Nov","0.11","Bridge Loans","United States","3/1/13","USD"
"168","High Yield Debt","Cornerstone Real Estate","Cornerstone Enhanced Mortgage Fund 1","Robert Little","860-509-2400","$500,000,000 ","","","11-14","11","Mortgages","United States","1/11/12",NA
"169","High Yield Debt","Cornerstone Real Estate","Cornerstone Enhanced Mortgage Fund 1","Robert Little","860-509-2400","$500,000,000 ","$260,000,000 ","$0 ","11-14","11","Mortgages, Bridge Loans","United States","1/11/12",NA
"170","High Yield Debt","CrossHarbor Capital","CrossHarbor Institutional Partners 2","Jay Hart","617-624-8327","425,000,000","425,000,000","215,000,000","16","0.16","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"171","High Yield Debt","CrossHarbor Capital","Crossharbor Institutional Partners 2","Jay Hart","617-624-8327","$750,000,000 ","$131,900,000 ","","16","16","Office","United States","1/11/12",NA
"172","High Yield Debt","CrossHarbor Capital","Crossharbor Institutional Partners 2","Jay Hart","617-624-8327","$750,000,000 ","$500,000,000 ","","","","Office","United States","1/11/12",NA
"173","High Yield Debt","Davis Cos.","Davis Investment Ventures Value Opportunity Fund 1","Jonathan Davis","617-513-1113","$229,000,000 ","$229,000,000 ","$100,000,000 ","15","15","Office","Los Angeles","1/11/12",NA
"174","High Yield Debt","Davis Cos.","Davis Investment Ventures Value Opportunity Fund 2","Jonathan Davis","617-513-1113","$350,000,000 ","$0 ","$0 ","15","15","Multifamily, Residential","United States","1/11/12",NA
"175","High Yield Debt","Duet Private Equity","Duet European Real Estate Debt Fund 2","Alina Gorbacheva","646-747-2435","500,000,000","200,000,000","0","14","0.14","Mezzanine Loans, CMBS","Europe","3/1/13","USD"
"176","High Yield Debt","Duet Private Equity","Duet European Real Estate Debt","Alina Gorbacheva","646-747-2435","$478,710,000 ","$478,710,000 ","$287,246,165 ","17","17","Mortgages","Europe","1/11/12",NA
"177","High Yield Debt","Fir Tree Partners","Fir Tree Real Estate Fund 3","Jeffrey Tannenbaum","212-599-0090","500,000,000","0","0","15-Dec","0.12","CMBS, RMBS, Mortgages","United States","3/1/13","USD"
"178","High Yield Debt","Fir Tree Partners","Fir Tree Real Estate Opportunity Fund 2","Jeffrey Tannenbaum","212-599-0090","$628,000,000 ","$628,000,000 ","$0 ","20","20","Mortgages, RMBS","United States","1/11/12",NA
"179","High Yield Debt","Fortress Investment","Fortress Japan Opportunity Fund 2","Thomas Pulley","81-36-438-4400","1,382,000,000","1,382,000,000","459,000,000","16+","0.16","Distressed, Mortgages, Origination","Japan","3/1/13","JPY"
"180","High Yield Debt","Fortress Investment","Fortress Japan Opportunity Fund 2","Thomas Pulley","81-36-438-4400","$1,233,000,000 ","$528,071,951 ","$0 ","16+","16+","Distressed","Japan","1/11/12",NA
"181","High Yield Debt","G4 Capital","G4 Capital Partners 2","Jason Behfarin","516-931-0095","250,000,000","0","0","14-16","0.14","Bridge Loans","United States","3/1/13","USD"
"182","High Yield Debt","G4 Capital","G4 Capital Partners Fund 2","Jason Behfarin","516-931-0095","$150,000,000 ","","","14-16","14","Mortgages","Southeastern United States","1/11/11",NA
"183","High Yield Debt","G4 Capital","G4 Capital Partners Fund 2","Jason Behfarin","516-931-0095","$200,000,000 ","$0 ","$0 ","14-16","14","Mortgages","United States","1/11/12",NA
"184","High Yield Debt","Garrison Investment","Garrison Real Estate Fund 2","Steve Stuart","212-372-9510","$500,000,000 ","","","20+","20+","Mortgages","China","1/11/11",NA
"185","High Yield Debt","Garrison Investment","Garrison Real Estate Fund 2","Steve Stuart","212-372-9510","$575,000,000 ","$575,000,000 ","$57,500,000 ","20+","20+","Distressed","United States","1/11/12",NA
"186","High Yield Debt","GE Capital Real Estate","GE Capital Real Estate Debt REIT","Skip Wells","203-750-2944","445,000,000","445,000,000","98,000,000","11","0.11","Mezzanine Loans","United States, Canada","3/1/13","USD"
"187","High Yield Debt","GE Capital Real Estate","Ge Capital Real Estate Debt Fund","Skip Wells","203-750-2944","$3,000,000,000 ","","","10-12","10","Mortgages","Denmark, Finland, Norway, Sweden","1/11/12",NA
"188","High Yield Debt","GE Capital Real Estate","Ge Capital Real Estate Debt Fund","Skip Wells","203-750-2944","$500,000,000 ","","","11-13","11","Mortgages","United States, Canada, Mexico","1/11/12",NA
"189","High Yield Debt","H/2 Capital","H/2 Special Opportunities Fund 2","Spencer Haber","203-569-4000","1,200,000,000","1,200,000,000","0","15","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"190","High Yield Debt","H/2 Capital","H/2 Special Opportunities Fund 2","Spencer Haber","203-569-4000","$750,000,000 ","$250,000,000 ","$0 ","15","15","Office","United States","1/11/12",NA
"191","High Yield Debt","Hillenbrand Partners","Hillenbrand Partners, Unnamed Vehicle","Eric Hillenbrand","312-920-9600","300,000,000","200,000,000","0","16+","0.16","CMBS, B Pieces","United States","3/1/13","USD"
"192","High Yield Debt","Hudson Realty Capital","Hudson Realty Capital Fund 5","Spencer Garfield","212-532-3553","250,000,000","250,000,000","150,000,000","14-16","0.14","Mezzanine Loans, Preferred Equity, Distressed, Mortgages","United States","3/1/13","USD"
"193","High Yield Debt","Hudson Realty Capital","Hudson Realty Capital Fund 5","Spencer Garfield","212-532-3553","$250,000,000 ","$250,000,000 ","$125,000,000 ","14-16","14","Mortgages, Preferred Equity","United States, Other","1/11/12",NA
"194","High Yield Debt","Hudson Realty Capital","Hudson Realty Capital Fund 5","Spencer Garfield","212-532-3553","$300,000,000 ","$200,000,000 ","","14-16","14","Mezzanine Loans","United States","1/11/11",NA
"195","High Yield Debt","Invesco Real Estate","Invesco Real Estate Debt Fund 3","Scott Dennis","972-715-7400","300,000,000","0","0","12","0.12","CMBS, Mortgages, Preferred Equity","United States","3/1/13","USD"
"196","High Yield Debt","Invesco Real Estate","Invesco Real Estate Debt Fund 3","Scott Dennis","972-715-7400","$300,000,000 ","","","12","12","Mortgages","Washington D.C.","1/11/12",NA
"197","High Yield Debt","Invesco Real Estate","Invesco Real Estate Debt Fund 3","Scott Dennis","972-715-7400","$300,000,000 ","$0 ","$0 ","12","12","Mortgages","United States","1/11/12",NA
"198","High Yield Debt","Investcorp","Investcorp Real Estate Credit Fund 3","Christopher Hoeffel","212-703-1147","200,000,000","100,000,000","30,000,000","11","0.11","Subordinate Debt","United States","3/1/13","USD"
"199","High Yield Debt","Investcorp","Investcorp Real Estate Credit Fund 2","Christopher Hoeffel","212-703-1147","$200,000,000 ","","","12-15","12","Mezzanine Loans, Preferred Equity, Distressed, Mortgages","Eastern United States, Washington D.C., Philadelphia, New York City","1/11/12",NA
"200","High Yield Debt","Investcorp","Investcorp Real Estate Credit Fund 2","Christopher Hoeffel","212-703-1147","$200,000,000 ","$0 ","$0 ","12-15","12","Mortgages","United States","1/11/12",NA
"201","High Yield Debt","JCR Capital Investment","JCR Commercial Real Estate Finance Fund 2","Jay Rollins","303-501-8880","106,000,000","106,000,000","50,000,000","16-18","0.16","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Western United States","3/1/13","USD"
"202","High Yield Debt","JCR Capital Investment","Jcr Commercial Real Estate Finance Fund 2","Jay Rollins","303-501-8880","$100,000,000 ","$46,000,000 ","$0 ","16-18","16","Office","Western United States","1/11/12",NA
"203","High Yield Debt","Latitude Management","LM Real Estate Capital Fund 3","Glenn Sonnenberg","310-234-2101","400,000,000","250,000,000","40,000,000","14","0.14","Distressed, Mortgages, CMBS","United States, Canada","3/1/13","USD"
"204","High Yield Debt","Latitude Management","Lm Real Estate Capital Fund 3","Glenn Sonnenberg","310-234-2101","$300,000,000 ","","","14","14","Mortgages","United States","1/11/12",NA
"205","High Yield Debt","Latitude Management","Lm Real Estate Capital Fund 3","Glenn Sonnenberg","310-234-2101","$300,000,000 ","$0 ","$0 ","","","Mortgages, Distressed","United States, Canada","1/11/12",NA
"206","High Yield Debt","LEM Partners","LEM R.E. High-Yield Debt and Pref. Eq. 3","Herb Miller","215-557-9600","300,000,000","68,000,000","0","14-Nov","0.11","Mezzanine Loans, Preferred Equity, B Notes","United States","3/1/13","USD"
"207","High Yield Debt","LEM Partners","Lem Real Estate High-yield Debt Fund","Herb Miller","215-557-9600","$300,000,000 ","$100,000,000 ","","11-14","11","Mezzanine Loans","United States","1/11/12",NA
"208","High Yield Debt","LEM Partners","Lem Real Estate High-yield Debt Fund","Herb Miller","215-557-9600","$300,000,000 ","$100,000,000 ","$0 ","11-14","11","Mortgages","United States","1/11/12",NA
"209","High Yield Debt","Lone Star Funds","Lone Star Real Estate Fund 2","Andre Collin","214-754-8300","5,500,000,000","5,500,000,000","3,500,000,000","25","0.25","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States, Japan, Europe","3/1/13","USD"
"210","High Yield Debt","Lone Star Funds","Lone Star Real Estate Fund 2","Len Allen","214-754-8300","$4,000,000,000 ","$1,700,000,000 ","","25","25","Office","Brazil","1/11/12",NA
"211","High Yield Debt","Lone Star Funds","Lone Star Real Estate Fund 2","Len Allen","214-754-8300","$5,500,000,000 ","$5,500,000,000 ","","","","Office, Retail","United States, Japan","1/11/12",NA
"212","High Yield Debt","Longbow Real Estate Capital","Longbow UK Real Estate Debt Investments 3","K. Cooper, M. Wheeler","44-207-529-2660","752,000,000","323,000,000","49,000,000","14-16","0.14","Senior Housing, Mezzanine Loans, Mortgages, CMBS","England","3/1/13","GBP"
