Player,Team,Salary,Season,Contract_End,Option,Contract Years,Total Contract,Shamsports_Player_URL
Kirk Haston,New Orleans Hornets,"$1,271,400 ",2002-2003,2003-2004 ,Team,4,4000000,
Kobe Bryant,Los Angeles Lakers,"$12,375,000 ",2002-2003,2003-2004 ,Player,6,6000000,
Kurt Thomas,New York Knicks,"$4,903,750 ",2002-2003,2003-2004 ,Team,3,3000000,
Kwame Brown,Washington Bullets,"$3,974,760 ",2002-2003,2003-2004 ,Team,4,4000000,
Lamar Odom,Los Angeles Clippers,"$3,557,585 ",2002-2003,2002-2003 ,Team,4,4000000,
Lamond Murray,Toronto Raptors,"$4,125,000 ",2002-2003,2005-2006,,7,7000000,
LaPhonso Ellis,Miami Heat,"$3,100,000 ",2002-2003,2002-2003 ,Team,3,3000000,
Larry Hughes,Washington Bullets,"$4,545,000 ",2002-2003,2004-2005,,3,3000000,
Latrell Sprewell,New York Knicks,"$11,937,500 ",2002-2003,2003-2004 ,Player,5,5000000,
Lavor Postell,New York Knicks,"$587,435 ",2002-2003,2002-2003,,2,2000000,
Lawrence Funderburke,Sacramento Kings,"$3,300,000 ",2002-2003,2003-2004,,5,5000000,
Lee Nailon,New York Knicks,"$587,435 ",2002-2003,2002-2003,,1,1000000,
Lindsey Hunter,Toronto Raptors,"$3,870,912 ",2002-2003,2003-2004,,7,7000000,
Lonny Baxter,Chicago Bulls,"$349,458 ",2002-2003,2002-2003,,1,1000000,
Loren Woods,Minnesota Timberwolves,"$662,435 ",2002-2003,2002-2003,,1,1000000,
Lorenzen Wright,Memphis Grizzlies,"$6,050,000 ",2002-2003,2005-2006,,7,7000000,
Lucious Harris,New Jersey Nets,"$2,640,000 ",2002-2003,2002-2003,,7,7000000,
Maceo Baston,Toronto Raptors,"$349,458 ",2002-2003,2002-2003,,1,1000000,
Malik Allen,Miami Heat,"$512,435 ",2002-2003,2002-2003,,2,2000000,
Malik Rose,San Antonio Spurs,"$4,370,000 ",2002-2003,2006-2007 ,Team,7,7000000,
Mamadou N'diaye,Toronto Raptors,"$848,520 ",2002-2003,2002-2003 ,Team,3,3000000,
Marc Jackson,Minnesota Timberwolves,"$3,575,000 ",2002-2003,2006-2007,,6,6000000,
Marcus Camby,Denver Nuggets,"$6,750,000 ",2002-2003,2003-2004 ,Player,6,6000000,
Marcus Fizer,Chicago Bulls,"$2,946,240 ",2002-2003,2003-2004 ,Team,4,4000000,
Marcus Haislip,Milwaukee Bucks,"$1,439,400 ",2002-2003,2004-2005 ,Team,4,4000000,
Mark Blount,Boston Celtics,"$763,435 ",2002-2003,2002-2003,,1,1000000,
Mark Bryant,Boston Celtics,"$1,030,000 ",2002-2003,2002-2003,,1,1000000,
Mark Jackson,Utah Jazz,"$1,030,000 ",2002-2003,2002-2003,,1,1000000,
Mark Madsen,Los Angeles Lakers,"$813,000 ",2002-2003,2003-2004 ,Team,4,4000000,
Mark Pope,New York Knicks,"$637,435 ",2002-2003,2002-2003,,1,1000000,
Marko Jaric,Los Angeles Clippers,"$1,750,000 ",2002-2003,2005-2006,,3,3000000,
Mateen Cleaves,Sacramento Kings,"$1,441,440 ",2002-2003,2002-2003,,3,3000000,
Matt Harpring,Utah Jazz,"$4,545,000 ",2002-2003,2005-2006,,4,4000000,
Maurice Taylor,Houston Rockets,"$7,150,000 ",2002-2003,2006-2007,,6,6000000,
Mehmet Okur,Detroit Pistons,"$1,100,000 ",2002-2003,2003-2004,,2,2000000,
Melvin Ely,Los Angeles Clippers,"$1,490,120 ",2002-2003,2004-2005 ,Team,4,4000000,
Mengke Bateer,San Antonio Spurs,"$512,453 ",2002-2003,2002-2003,,2,2000000,
Michael Bradley,Toronto Raptors,"$1,207,800 ",2002-2003,2003-2004 ,Team,4,4000000,
Michael Curry,Detroit Pistons,"$2,600,000 ",2002-2003,2002-2003 ,Player,5,5000000,
Michael Dickerson,Memphis Grizzlies,"$5,500,000 ",2002-2003,2007-2008,,6,6000000,
Michael Doleac,New York Knicks,"$1,400,000 ",2002-2003,2003-2004,,2,2000000,
Michael Finley,Dallas Mavericks,"$11,953,125 ",2002-2003,2005-2006 ,Player,7,7000000,
Michael Jordan,Washington Bullets,"$1,030,000 ",2002-2003,2002-2003,,2,2000000,
Michael Olowokandi,Los Angeles Clippers,"$6,061,213 ",2002-2003,2002-2003,,1,1000000,
Michael Redd,Milwaukee Bucks,"$3,000,000 ",2002-2003,2005-2006,,4,4000000,
Michael Stewart,Cleveland Cavaliers,"$4,160,000 ",2002-2003,2004-2005,,6,6000000,
Mike Batiste,Memphis Grizzlies,"$349,458 ",2002-2003,2002-2003,,1,1000000,
Mike Bibby,Sacramento Kings,"$8,500,000 ",2002-2003,2008-2009,,7,7000000,
Mike Dunleavy,Golden State Warriors,"$3,100,080 ",2002-2003,2004-2005 ,Team,4,4000000,
Mike James,Miami Heat,"$512,435 ",2002-2003,2002-2003,,2,2000000,
Mike Miller,Memphis Grizzlies,"$2,668,080 ",2002-2003,2003-2004 ,Team,4,4000000,
Mike Wilks,Minnesota Timberwolves,"$349,458 ",2002-2003,2002-2003,,1,1000000,
Milt Palacio,Cleveland Cavaliers,"$750,000 ",2002-2003,2002-2003,,2,2000000,
Monty Williams,Philadelphia 76ers,"$887,435 ",2002-2003,2003-2004,,2,2000000,
Moochie Norris,Houston Rockets,"$3,150,000 ",2002-2003,2006-2007,,6,6000000,
Morris Peterson,Toronto Raptors,"$1,033,320 ",2002-2003,2003-2004 ,Team,4,4000000,
Nazr Mohammed,Atlanta Hawks,"$4,750,000 ",2002-2003,2005-2006,,5,5000000,
Nene Hilario,Denver Nuggets,"$2,099,000 ",2002-2003,2004-2005 ,Team,4,4000000,
Nick Van Exel,Dallas Mavericks,"$11,061,234 ",2002-2003,2003-2004 ,Player,7,7000000,
Nikoloz Tskitishvili,Denver Nuggets,"$2,530,000 ",2002-2003,2004-2005 ,Team,4,4000000,
Olumide Oyedeji,Orlando Magic,"$587,435 ",2002-2003,2002-2003,,1,1000000,
Othella Harrington,New York Knicks,"$2,700,000 ",2002-2003,2004-2005,,7,7000000,
Pat Burke,Orlando Magic,"$349,458 ",2002-2003,2002-2003,,1,1000000,
Pat Garrity,Orlando Magic,"$2,350,000 ",2002-2003,2006-2007 ,Team,6,6000000,
Pau Gasol,Memphis Grizzlies,"$3,193,680 ",2002-2003,2003-2004 ,Team,4,4000000,
Paul Pierce,Boston Celtics,"$10,067,750 ",2002-2003,2006-2007 ,Player,6,6000000,
Pedrag Savovic,Denver Nuggets,"$349,458 ",2002-2003,2003-2004,,2,2000000,
Pepe Sanchez,Detroit Pistons,"$587,435 ",2002-2003,2003-2004,,2,2000000,
PJ Brown,New Orleans Hornets,"$7,044,800 ",2002-2003,2002-2003,,7,7000000,
Popeye Jones,Dallas Mavericks,"$1,030,000 ",2002-2003,2002-2003,,1,1000000,
Predrag Drobnjak,Seattle Supersonics,"$526,413 ",2002-2003,2002-2003 ,Team,3,3000000,
Predrag Stojakovic,Sacramento Kings,"$5,625,000 ",2002-2003,2005-2006 ,Player,6,6000000,
Primoz Brezec,Indiana Pacers,"$805,320 ",2002-2003,2003-2004 ,Team,4,4000000,
Quentin Richardson,Los Angeles Clippers,"$1,174,080 ",2002-2003,2003-2004 ,Team,4,4000000,
Qyntel Woods,Portland Trail Blazers,"$980,280 ",2002-2003,2004-2005 ,Team,4,4000000,
Radoslav Nesterovic,Minnesota Timberwolves,"$2,436,813 ",2002-2003,2002-2003,,1,1000000,
Raef LaFrentz,Dallas Mavericks,"$7,270,000 ",2002-2003,2006-2007 ,Player,7,7000000,
Rafer Alston,Toronto Raptors,"$612,435 ",2002-2003,2002-2003,,1,1000000,
Raja Bell,Dallas Mavericks,"$612,435 ",2002-2003,2002-2003,,1,1000000,
Randy Brown,Phoenix Suns,"$2,700,000 ",2002-2003,2002-2003,,3,3000000,
Rashard Lewis,Seattle Supersonics,"$6,233,766 ",2002-2003,2006-2007 ,Player,7,7000000,
Rasheed Wallace,Portland Trail Blazers,"$14,926,166 ",2002-2003,2003-2004,,6,6000000,
Rasual Butler,Miami Heat,"$349,458 ",2002-2003,2002-2003 ,Team,2,2000000,
Raul Lopez,Utah Jazz,"$578,160 ",2002-2003,2004-2005 ,Team,4,4000000,
Ray Allen,Seattle Supersonics,"$12,375,000 ",2002-2003,2004-2005,,6,6000000,
Reggie Evans,Seattle Supersonics,"$349,458 ",2002-2003,2002-2003,,1,1000000,
Reggie Miller,Indiana Pacers,"$12,046,473 ",2002-2003,2002-2003,,3,3000000,
Richard Hamilton,Detroit Pistons,"$2,681,783 ",2002-2003,2002-2003 ,Team,4,4000000,
Richard Jefferson,New Jersey Nets,"$1,482,840 ",2002-2003,2003-2004 ,Team,4,4000000,
Rick Brunson,Chicago Bulls,"$699,935 ",2002-2003,2002-2003,,1,1000000,
Rick Fox,Los Angeles Lakers,"$3,892,350 ",2002-2003,2004-2005,,6,6000000,
Ricky Davis,Cleveland Cavaliers,"$4,545,000 ",2002-2003,2007-2008,,6,6000000,
Robert Archibald,Memphis Grizzlies,"$349,458 ",2002-2003,20002-2003,,1,1000000,
Robert Horry,Los Angeles Lakers,"$5,300,000 ",2002-2003,2002-2003 ,Team,7,7000000,
Robert Pack,New Orleans Hornets,"$1,030,000 ",2002-2003,2002-2003,,1,1000000,
Robert Traylor,New Orleans Hornets,"$750,000 ",2002-2003,2003-2004,,2,2000000,
Rod Strickland,Minnesota Timberwolves,"$1,030,000 ",2002-2003,2002-2003,,1,1000000,
Rodney Rogers,New Jersey Nets,"$2,796,000 ",2002-2003,2004-2005,,3,3000000,
Rodney White,Denver Nuggets,"$1,820,520 ",2002-2003,2003-2004 ,Team,4,4000000,
"Roger Mason, Jr.",Chicago Bulls,"$349,458 ",2002-2003,2002-2003,,1,1000000,
Ron Artest,Indiana Pacers,"$1,904,860 ",2002-2003,2007-2008 ,Player,6,6000000,
Ron Mercer,Indiana Pacers,"$6,750,000 ",2002-2003,2003-2004 ,Player,4,4000000,
Ronald Murray,Seattle Supersonics,"$349,458 ",2002-2003,2003-2004,,1,1000000,
Ruben Boumtje-Boumtje,Portland Trail Blazers,"$512,435 ",2002-2003,2002-2003,,2,2000000,
Ruben Patterson,Portland Trail Blazers,"$4,991,800 ",2002-2003,2005-2006 ,Player,6,6000000,
Ryan Bowen,Denver Nuggets,"$1,111,111 ",2002-2003,2004-2005 ,Team,3,3000000,
Ryan Humphrey,Memphis Grizzlies,"$1,063,680 ",2002-2003,2004-2005 ,Team,4,4000000,
Sam Cassell,Milwaukee Bucks,"$4,850,000 ",2002-2003,2005-2006,,3,3000000,
Sam Clancy,Philadelphia 76ers,"$349,458 ",2002-2003,2003-2004,,2,2000000,
Samaki Walker,Los Angeles Lakers,"$1,540,000 ",2002-2003,2002-2003,,2,2000000,
Samuel Dalembert,Philadelphia 76ers,"$691,100 ",2002-2003,2003-2004 ,Team,4,4000000,
Scot Pollard,Sacramento Kings,"$4,826,874 ",2002-2003,2005-2006,,6,6000000,
Scott Padgett,Utah Jazz,"$612,435 ",2002-2003,2002-2003,,1,1000000,
Scott Williams,Phoenix Suns,"$1,030,000 ",2002-2003,2002-2003,,1,1000000,
Scottie Pippen,Portland Trail Blazers,"$19,727,524 ",2002-2003,2002-2003,,5,5000000,
Sean Lampley,Miami Heat,"$512,435 ",2002-2003,2002-2003,,2,2000000,
Sean Marks,Miami Heat,"$612,435 ",2002-2003,2002-2003,,2,2000000,
Sean Rooks,Los Angeles Clippers,"$2,640,000 ",2002-2003,2002-2003,,7,7000000,
Shammond Williams,Denver Nuggets,"$1,970,000 ",2002-2003,2002-2003,,2,2000000,
Shandon Anderson,New York Knicks,"$6,100,000 ",2002-2003,2006-2007,,6,6000000,
Shane Battier,Memphis Grizzlies,"$2,368,200 ",2002-2003,2003-2004 ,Team,4,4000000,
Shaquille O'Neal,Los Angeles Lakers,"$23,571,429 ",2002-2003,2005-2006,,10,10000000,
Shareef Abdur-Rahim,Atlanta Hawks,"$12,375,000 ",2002-2003,2004-2005,,6,6000000,
Shawn Bradley,Dallas Mavericks,"$4,000,000 ",2002-2003,2005-2006 ,Player,7,7000000,
Shawn Kemp,Orlando Magic,"$1,030,000 ",2002-2003,2002-2003,,1,1000000,
Shawn Marion,Phoenix Suns,"$2,265,375 ",2002-2003,2008-2009,,6,6000000,
Smush Parker,Cleveland Cavaliers,"$349,458 ",2002-2003,2002-2003,,1,1000000,
Speedy Claxton,San Antonio Spurs,"$1,076,400 ",2002-2003,2002-2003,,3,3000000,
Stacey Augmon,New Orleans Hornets,"$2,400,000 ",2002-2003,2003-2004,,3,3000000,
Stanislav Medvedenko,Los Angeles Lakers,"$1,400,000 ",2002-2003,2003-2004,,2,2000000,
Stephen Jackson,San Antonio Spurs,"$699,935 ",2002-2003,2002-2003,,2,2000000,
Stephon Marbury,Phoenix Suns,"$12,375,000 ",2002-2003,2004-2005,,6,6000000,
Steve Francis,Houston Rockets,"$4,383,581 ",2002-2003,2008-2009,,6,6000000,
Steve Kerr,San Antonio Spurs,"$2,625,000 ",2002-2003,2003-2004,,5,5000000,
Steve Nash,Dallas Mavericks,"$5,750,000 ",2002-2003,2004-2005 ,Player,6,6000000,
Steve Smith,San Antonio Spurs,"$9,900,000 ",2002-2003,2002-2003,,7,7000000,
Steven Hunter,Orlando Magic,"$1,338,240 ",2002-2003,2003-2004 ,Team,4,4000000,
Stromile Swift,Memphis Grizzlies,"$3,639,000 ",2002-2003,2003-2004 ,Team,4,4000000,
Tamar Slay,New Jersey Nets,"$349,458 ",2002-2003,2002-2003 ,Team,2,2000000,
Tariq Abdul-Wahad,Dallas Mavericks,"$5,625,000 ",2002-2003,2006-2007 ,Player,7,7000000,
Tayshaun Prince,Detroit Pistons,"$1,000,000 ",2002-2003,2004-2005 ,Team,4,4000000,
Terence Morris,Houston Rockets,"$512,435 ",2002-2003,2003-2004,,3,3000000,
Terrell Brandon,Minnesota Timberwolves,"$10,175,000 ",2002-2003,2004-2005,,6,6000000,
Theo Ratliff,Atlanta Hawks,"$9,375,000 ",2002-2003,2003-2004 ,Player,7,7000000,
Tim Duncan,San Antonio Spurs,"$12,072,500 ",2002-2003,2002-2003 ,Player,4,4000000,
Tim Thomas,Milwaukee Bucks,"$10,750,000 ",2002-2003,2005-2006,,6,6000000,
Tito Maddox,Houston Rockets,"$349,458 ",2002-2003,2002-2003,,1,1000000,
Todd MacCulloch,Philadelphia 76ers,"$4,991,800 ",2002-2003,2005-2006,,6,6000000,
Tom Gugliotta,Phoenix Suns,"$10,892,000 ",2002-2003,2002-2003 ,Player,6,6000000,
Toni Kukoc,Milwaukee Bucks,"$8,822,182 ",2002-2003,2003-2004,,4,4000000,
Tony Battie,Boston Celtics,"$4,000,000 ",2002-2003,2004-2005 ,Player,6,6000000,
Tony Delk,Boston Celtics,"$2,700,000 ",2002-2003,2005-2006,,6,6000000,
Tony Massenburg,Utah Jazz,"$778,222 ",2002-2003,2002-2003,,1,1000000,
Tony Parker,San Antonio Spurs,"$800,400 ",2002-2003,2003-2004 ,Team,4,4000000,
Tracy McGrady,Orlando Magic,"$12,072,500 ",2002-2003,2004-2005 ,Player,7,7000000,
Tracy Murray,Los Angeles Lakers,"$3,740,000 ",2002-2003,2002-2003,,7,7000000,
Travis Best,Miami Heat,"$1,400,000 ",2002-2003,2002-2003,,1,1000000,
Travis Knight,New York Knicks,"$4,000,000 ",2002-2003,2003-2004,,7,7000000,
Tremaine Fowlkes,Los Angeles Clippers,"$512,435 ",2002-2003,2002-2003,,1,1000000,
Trenton Hassell,Chicago Bulls,"$512,435 ",2002-2003,2002-2003 ,Team,2,2000000,
Troy Hudson,Minnesota Timberwolves,"$2,000,000 ",2002-2003,2002-2003 ,Player,3,3000000,
Troy Murphy,Golden State Warriors,"$1,408,680 ",2002-2003,2003-2004 ,Team,4,4000000,
Tyrone Hill,Philadelphia 76ers,"$1,030,000 ",2002-2003,2002-2003,,1,1000000,
Tyronn Lue,Washington Bullets,"$1,870,000 ",2002-2003,2002-2003,,2,2000000,
Tyson Chandler,Chicago Bulls,"$3,556,200 ",2002-2003,2003-2004 ,Team,4,4000000,
Vin Baker,Boston Celtics,"$12,375,000 ",2002-2003,2005-2006,,7,7000000,
Vince Carter,Toronto Raptors,"$10,067,750 ",2002-2003,2006-2007 ,Player,6,6000000,
Vincent Yarbrough,Denver Nuggets,"$349,458 ",2002-2003,2003-2004,,2,2000000,
Vitaly Potapenko,Seattle Supersonics,"$5,238,750 ",2002-2003,2004-2005,,6,6000000,
Vlade Divac,Sacramento Kings,"$11,248,076 ",2002-2003,2002-2003 ,Player,6,6000000,
Vladimir Radmanovic,Seattle Supersonics,"$1,560,840 ",2002-2003,2003-2004 ,Team,4,4000000,
Vladimir Stepania,Miami Heat,"$1,350,000 ",2002-2003,2002-2003,,1,1000000,
Voshon Lenard,Toronto Raptors,"$824,935 ",2002-2003,2002-2003,,1,1000000,
Wally Szczerbiak,Minnesota Timberwolves,"$2,933,187 ",2002-2003,2008-2009,,10,10000000,
Walt Williams,Dallas Mavericks,"$1,030,000 ",2002-2003,2002-2003,,1,1000000,
Walter McCarty,Boston Celtics,"$762,435 ",2002-2003,2002-2003,,1,1000000,
Wang Zhizhi,Los Angeles Clippers,"$1,900,000 ",2002-2003,2004-2005,,3,3000000,
Wesley Person,Memphis Grizzlies,"$7,000,000 ",2002-2003,2003-2004,,7,7000000,
Yao Ming,Houston Rockets,"$3,858,240 ",2002-2003,2004-2005 ,Team,4,4000000,
Zach Randolph,Portland Trail Blazers,"$1,095,720 ",2002-2003,2003-2004 ,Team,4,4000000,
Zeljko Rebraca,Detroit Pistons,"$3,850,000 ",2002-2003,2003-2004 ,Team,3,3000000,
Zydrunas Ilgasukas,Cleveland Cavaliers,"$12,375,000 ",2002-2003,2004-2005,,6,6000000,
Aaron McKie,Philadelphia 76ers,"$5,000,000 ",2003-2004,2005-2006 ,Player,7,38500000,
Aaron Williams,New Jersey Nets,"$2,925,000 ",2003-2004,2004-2005,,6,17000000,
Adonal Foyle,Golden State Warriors,"$4,400,000 ",2003-2004,2003-2004,,4,18000000,
Adrian Griffin,Houston Rockets,"$688,679 ",2003-2004,2004-2005,,2,1500000,
Al Harrington,Indiana Pacers,"$5,690,000 ",2003-2004,2005-2006,,4,24000000,
Alan Henderson,Atlanta Hawks,"$7,682,188 ",2003-2004,2004-2005,,7,45000000,
Aleksandar Pavlovic,Utah Jazz,"$1,107,960 ",2003-2004,2006-2007 ,Team,4,5540000,
Alex Garcia,San Antonio Spurs,"$366,931 ",2003-2004,2003-2004,,1,366931,
Allan Houston,New York Knicks,"$15,937,500 ",2003-2004,2006-2007,,6,100410000,
Allen Iverson,Philadelphia 76ers,"$13,500,000 ",2003-2004,2008-2009,,6,90200000,
Alonzo Mourning,New Jersey Nets,"$4,917,000 ",2003-2004,2006-2007,,4,22620000,
Alvin Williams,Toronto Raptors,"$5,500,000 ",2003-2004,2005-2006 ,Player,7,42000000,
Amal McCaskill,Philadelphia 76ers,"$813,679 ",2003-2004,2003-2004,,1,813679,
Amare Stoudemire,Phoenix Suns,"$1,899,720 ",2003-2004,2005-2006 ,Team,4,8290000,
Andre Miller,Denver Nuggets,"$6,400,000 ",2003-2004,2008-2009,,6,51000000,
Andrei Kirilenko,Utah Jazz,"$955,000 ",2003-2004,2003-2004 ,Team,4,4350000,
Andrew DeClercq,Orlando Magic,"$2,458,500 ",2003-2004,2004-2005,,2,5000000,
Anfernee Hardaway,Phoenix Suns,"$13,500,000 ",2003-2004,2003-2004 ,Player,7,86680000,
Ansu Sesay,Seattle Supersonics,"$638,679 ",2003-2004,2003-2004,,2,1150000,
Antawn Jamison,Dallas Mavericks,"$11,326,200 ",2003-2004,2007-2008,,6,79300000,
Anthony Carter,San Antonio Spurs,"$688,679 ",2003-2004,2004-2005,,2,1500000,
Anthony Johnson,Indiana Pacers,"$813,679 ",2003-2004,2004-2005,,2,1750000,
Anthony Peeler,Sacramento Kings,"$2,250,000 ",2003-2004,2004-2005,,6,13100000,
Antoine Walker,Dallas Mavericks,"$13,500,000 ",2003-2004,2004-2005,,6,70900000,
Antonio Daniels,Seattle Supersonics,"$2,200,000 ",2003-2004,2005-2006 ,Player,3,6600000,
Antonio Davis,Toronto Raptors,"$12,000,000 ",2003-2004,2005-2006,,5,60000000,
Antonio McDyess,New York Knicks,"$13,500,000 ",2003-2004,2003-2004,,6,67500000,
Austin Croshere,Indiana Pacers,"$7,610,000 ",2003-2004,2004-2005 ,Player,7,51000000,
Avery Johnson,Golden State Warriors,"$5,446,000 ",2003-2004,2003-2004,,3,15000000,
Baron Davis,New Orleans Hornets,"$10,067,750 ",2003-2004,2008-2009,,6,85000000,
Ben Davis,Houston Rockets,"$688,679 ",2003-2004,2003-2004,,1,688679,
Ben Handlogten,Utah Jazz,"$366,931 ",2003-2004,2003-2004,,1,366931,
Ben Wallace,Detroit Pistons,"$5,500,000 ",2003-2004,2005-2006,,6,30000000,
Bimbo Coles,Miami Heat,"$1,070,000 ",2003-2004,2003-2004,,1,1070000,
Bo Outlaw,Memphis Grizzlies,"$5,955,000 ",2003-2004,2004-2005,,5,28000000,
Bob Sura,Detroit Pistons,"$6,167,000 ",2003-2004,2003-2004,,6,32000000,
Bobby Jackson,Sacramento Kings,"$2,925,000 ",2003-2004,2004-2005,,5,13500000,
Bobby Simmons,Los Angeles Clippers,"$638,679 ",2003-2004,2003-2004,,1,638679,
Bonzi Wells,Portland Trail Blazers,"$7,000,000 ",2003-2004,2005-2006,,4,28500000,
Boris Diaw,Atlanta Hawks,"$980,280 ",2003-2004,2006-2007 ,Team,4,4960000,
Bostjan Nachbar,Houston Rockets,"$1,396,450 ",2003-2004,2004-2005 ,Team,4,6480000,
Brad Miller,Sacramento Kings,"$7,000,000 ",2003-2004,2009-2010,,7,68000000,
Brandon Armstrong,New Jersey Nets,"$995,640 ",2003-2004,2004-2005 ,Team,4,4810000,
Brandon Hunter,Boston Celtics,"$366,931 ",2003-2004,2004-2005,,2,986977,
Brendan Haywood,Washington Wizards,"$1,125,360 ",2003-2004,2004-2005 ,Team,4,4890000,
Brent Barry,Seattle Supersonics,"$5,400,000 ",2003-2004,2003-2004,,6,27000000,
Brevin Knight,Phoenix Suns,"$5,000,000 ",2003-2004,2003-2004,,4,20180000,
Brian Cardinal,Golden State Warriors,"$663,679 ",2003-2004,2003-2004,,1,663679,
Brian Cook,Los Angeles Lakers,"$752,000 ",2003-2004,2006-2007 ,Team,4,4730000,
Brian Grant,Miami Heat,"$12,234,063 ",2003-2004,2006-2007,,7,86000000,
Brian Scalabrine,New Jersey Nets,"$788,689 ",2003-2004,2004-2005,,2,1680000,
Brian Skinner,Milwaukee Bucks,"$1,500,000 ",2003-2004,2005-2006,,3,5000000,
Britton Johnsen,Orlando Magic,"$366,931 ",2003-2004,2003-2004 ,Team,2,986977,
Bruce Bowen,San Antonio Spurs,"$3,733,000 ",2003-2004,2004-2005,,3,11220000,
Bruno Sundov,Cleveland Cavaliers,"$751,179 ",2003-2004,2003-2004,,2,1390000,
Bryce Drew,New Orleans Hornets,"$1,300,000 ",2003-2004,2003-2004,,3,3900000,
Bryon Russell,Los Angeles Lakers,"$1,070,000 ",2003-2004,2003-2004,,1,1070000,
Calbert Cheaney,Golden State Warriors,"$1,070,000 ",2003-2004,2003-2004,,1,1070000,
Calvin Booth,Seattle Supersonics,"$5,447,000 ",2003-2004,2006-2007,,6,34040000,
Carlos Arroyo,Utah Jazz,"$1,000,000 ",2003-2004,2003-2004,,1,1000000,
Carlos Boozer,Cleveland Cavaliers,"$563,679 ",2003-2004,2003-2004,,2,988676,
Carmelo Anthony,Denver Nuggets,"$3,229,200 ",2003-2004,2006-2007 ,Team,4,15110000,
Caron Butler,Miami Heat,"$1,795,220 ",2003-2004,2005-2006 ,Team,4,7880000,
Casey Jacobsen,Phoenix Suns,"$1,011,500 ",2003-2004,2005-2006 ,Team,4,4800000,
Cezary Trybanski,Phoenix Suns,"$1,600,000 ",2003-2004,2004-2005,,3,4800000,
Charlie Ward,New York Knicks,"$6,030,000 ",2003-2004,2003-2004,,6,28000000,
Chauncey Billups,Detroit Pistons,"$5,000,000 ",2003-2004,2007-2008,,6,33700000,
Chris Andersen,Denver Nuggets,"$639,000 ",2003-2004,2003-2004,,1,639000,
Chris Bosh,Toronto Raptors,"$2,911,000 ",2003-2004,2006-2007 ,Team,4,13620000,
Chris Crawford,Atlanta Hawks,"$3,000,000 ",2003-2004,2004-2005,,6,15750000,
Chris Jefferies,Toronto Raptors,"$840,360 ",2003-2004,2005-2006 ,Team,4,5100000,
Chris Kaman,Los Angeles Clippers,"$2,395,000 ",2003-2004,2006-2007 ,Team,4,11210000,
Chris Marcus,Denver Nuggets,"$367,000 ",2003-2004,2004-2005 ,Team,2,752000,
Chris Mihm,Cleveland Cavaliers,"$2,809,500 ",2003-2004,2003-2004,,4,9010000,
Chris Mills,Boston Celtics,"$6,600,000 ",2003-2004,2003-2004,,7,33600000,
Chris Webber,Sacramento Kings,"$15,937,500 ",2003-2004,2005-2006 ,Player,7,122720000,
Chris Whitney,Washington Wizards,"$1,070,000 ",2003-2004,2003-2004,,1,1070000,
Chris Wilcox,Los Angeles Clippers,"$2,060,000 ",2003-2004,2005-2006 ,Team,4,9010000,
Christian Laettner,Washington Wizards,"$5,625,000 ",2003-2004,2004-2005,,4,21380000,
Chucky Atkins,Detroit Pistons,"$3,900,000 ",2003-2004,2005-2006,,6,22500000,
Clarence Weatherspoon,New York Knicks,"$5,446,000 ",2003-2004,2005-2006,,5,27230000,
Clifford Robinson,Golden State Warriors,"$4,740,000 ",2003-2004,2004-2005,,3,15400000,
Corey Maggette,Los Angeles Clippers,"$5,600,000 ",2003-2004,2008-2009,,6,45000000,
Corie Blount,Chicago Bulls,"$1,600,000 ",2003-2004,2004-2005,,2,3400000,
Corliss Williamson,Detroit Pistons,"$5,000,000 ",2003-2004,2006-2007,,6,31500000,
Courtney Alexander,New Orleans Hornets,"$2,179,000 ",2003-2004,2003-2004 ,Team,4,6420000,
Curtis Borchardt,Utah Jazz,"$1,197,240 ",2003-2004,2004-2005 ,Team,4,5560000,
Cuttino Mobley,Houston Rockets,"$5,394,000 ",2003-2004,2004-2005 ,Player,6,31000000,
Dahntay Jones,Memphis Grizzlies,"$1,063,680 ",2003-2004,2006-2007 ,Team,4,5320000,
Dajuan Wagner,Cleveland Cavaliers,"$2,471,280 ",2003-2004,2005-2006,,4,10770000,
Dale Davis,Portland Trail Blazers,"$9,061,000 ",2003-2004,2004-2005,,2,19130000,
Damon Jones,Milwaukee Bucks,"$563,679 ",2003-2004,2003-2004,,1,563679,
Damon Stoudamire,Portland Trail Blazers,"$14,375,000 ",2003-2004,2004-2005,,7,81000000,
Damone Brown,New Jersey Nets,"$638,679 ",2003-2004,2003-2004,,1,638679,
Dan Dickau,Atlanta Hawks,"$835,200 ",2003-2004,2005-2006 ,Team,4,4120000,
Dan Gadzuric,Milwaukee Bucks,"$563,679 ",2003-2004,2003-2004,,2,913137,
Daniel Santiago,Milwaukee Bucks,"$638,679 ",2003-2004,2003-2004,,1,638679,
Danny Fortson,Dallas Mavericks,"$5,428,571 ",2003-2004,2005-2006 ,Player,7,38000000,
Darius Miles,Cleveland Cavaliers,"$4,131,000 ",2003-2004,2003-2004,,4,13300000,
Darius Songaila,Sacramento Kings,"$366,931 ",2003-2004,2003-2004,,1,366931,
Darko Milicic,Detroit Pistons,"$3,595,800 ",2003-2004,2006-2007 ,Team,4,19820000,
Darrell Armstrong,New Orleans Hornets,"$2,750,000 ",2003-2004,2004-2005,,2,6000000,
Darvin Ham,Detroit Pistons,"$813,679 ",2003-2004,2003-2004,,1,813679,
